name,longitude,latitude,kid,student,young,grown,thirty,forty,fifty,senior
GX172,121.71891026910106,31.12752398027,254,0,0,0,0,0,0,0
GX173,121.8700843292606,30.850808240260314,617,0,0,0,0,0,0,0
GX174,121.87989369783232,30.850405550830807,47,0,0,0,0,0,0,0
GX175,121.92485135198162,31.02446069666909,484,0,0,0,0,0,0,0
GX176,121.5542964603428,30.91459720068199,335,0,0,0,0,0,0,0
GX177,121.15912616311468,31.203037981789226,687,0,0,0,0,0,0,0
GX178,121.80790014456976,31.0272657758224,146,0,0,0,0,0,0,0
GX179,121.15627371405931,30.91111547287441,65,0,0,0,0,0,0,0
GX180,121.41572430654912,30.819362238346148,231,0,0,0,0,0,0,0
GX181,121.29075613613844,31.08728345610483,636,0,0,0,0,0,0,0
GX182,121.71005853234193,30.885721552633996,175,0,0,0,0,0,0,0
GX183,121.17656852205194,30.960436534764913,416,0,0,0,0,0,0,0
GX184,121.22872493167904,31.27672249495751,329,0,0,0,0,0,0,0
GX185,121.25484027744352,31.156089991284407,501,0,0,0,0,0,0,0
GX186,121.26726793943193,30.92439093470167,375,0,0,0,0,0,0,0
GX187,121.46971854563103,30.980417141196757,321,0,0,0,0,0,0,0
GX188,121.96424677014797,31.073921529626055,664,0,0,0,0,0,0,0
GX189,121.71794430237782,30.951347081462902,11,0,0,0,0,0,0,0
GX190,121.4961910351812,31.272108811709586,13,0,0,0,0,0,0,0
GX191,121.41443909598327,30.958227911260636,61,0,0,0,0,0,0,0
GX192,121.3371006949896,31.048546634630902,164,0,0,0,0,0,0,0
GX193,121.03217354480539,30.954268032144785,293,0,0,0,0,0,0,0
GX194,121.77721825771526,30.973537191326706,87,0,0,0,0,0,0,0
GX195,121.83498838204258,30.80017246412703,41,0,0,0,0,0,0,0
GX196,121.09960547752955,30.92174863455681,578,0,0,0,0,0,0,0
GX197,121.5090692402203,30.849988683922785,649,0,0,0,0,0,0,0
GX198,121.00540291233673,31.144511604674985,218,0,0,0,0,0,0,0
GX199,121.84152340939376,30.878997425770024,244,0,0,0,0,0,0,0
GX200,121.25576960468547,31.21142588927837,76,0,0,0,0,0,0,0
GX201,121.61910128674515,31.11229992271111,426,0,0,0,0,0,0,0
GX202,121.67842597941305,31.22727207343108,12,0,0,0,0,0,0,0
GX203,121.19908686231283,30.99626873330521,598,0,0,0,0,0,0,0
GX204,121.95973160206876,30.94013985875933,59,0,0,0,0,0,0,0
GX205,121.70785879485314,31.123891596676053,390,0,0,0,0,0,0,0
GX206,121.22102998859089,30.80668392032132,469,0,0,0,0,0,0,0
GX207,121.06688298796787,31.250826703501602,232,0,0,0,0,0,0,0
GX208,121.64447142442923,31.169424294591277,568,0,0,0,0,0,0,0
GX209,121.34455182140414,30.8292240610678,541,0,0,0,0,0,0,0
GX210,121.17437007699914,30.976385777499825,581,0,0,0,0,0,0,0
GX211,121.64577913129187,31.109508314654363,278,0,0,0,0,0,0,0
GX212,121.05274044462973,31.255919578463338,120,0,0,0,0,0,0,0
GX213,121.5365323349808,30.870756670031444,217,0,0,0,0,0,0,0
GX214,121.05171004781401,31.06850932224273,106,0,0,0,0,0,0,0
GX215,121.06199646456872,31.203375805573344,347,0,0,0,0,0,0,0
GX216,121.31192666937746,31.13540817720078,225,0,0,0,0,0,0,0
GX217,121.75550241419971,31.284750844457854,684,0,0,0,0,0,0,0
GX218,121.67837601951157,31.18219698775325,658,0,0,0,0,0,0,0
GX219,121.69873915053772,31.021616439184932,315,0,0,0,0,0,0,0
GX220,121.00801503112446,30.898346940560558,602,0,0,0,0,0,0,0
GX221,121.02670359105856,31.130228732916127,522,0,0,0,0,0,0,0
GX222,121.6943148322333,30.86460132094422,323,0,0,0,0,0,0,0
GX223,121.16510786878341,31.2460791931176,416,0,0,0,0,0,0,0
GX224,121.3710206842861,30.92488613010516,27,0,0,0,0,0,0,0
GX225,121.23181732932667,30.893906583610217,79,0,0,0,0,0,0,0
GX226,121.6016442078434,31.013381365784962,547,0,0,0,0,0,0,0
GX227,121.16282100616408,30.96208995742422,346,0,0,0,0,0,0,0
GX228,121.18530515368532,30.898635125309006,479,0,0,0,0,0,0,0
GX229,121.26948972285673,31.155035340268146,526,0,0,0,0,0,0,0
GX230,121.28748984714785,31.081918624811152,108,0,0,0,0,0,0,0
GX231,121.67643716431539,30.895737227361927,511,0,0,0,0,0,0,0
GX232,121.88283330479209,31.116578650223783,441,0,0,0,0,0,0,0
GX233,121.80424538697508,30.807069298824977,62,0,0,0,0,0,0,0
GX234,121.3439580705414,30.97755719665237,134,0,0,0,0,0,0,0
GX235,121.17145543115542,31.164246647810295,328,0,0,0,0,0,0,0
GX236,121.46599021539805,31.1575675219792,228,0,0,0,0,0,0,0
GX237,121.01529827230024,31.117946877446954,445,0,0,0,0,0,0,0
GX238,121.742477121286,31.149129656087048,657,0,0,0,0,0,0,0
GX239,121.8372520855384,31.28436297949557,131,0,0,0,0,0,0,0
GX240,121.43871190820656,31.163701927135417,120,0,0,0,0,0,0,0
GX241,121.03110241171949,31.06750568221605,353,0,0,0,0,0,0,0
GX242,121.4988219398611,31.262862373606804,17,0,0,0,0,0,0,0
GX243,121.35813663589781,30.863834261470245,251,0,0,0,0,0,0,0
GX244,121.8007588332968,31.22769519194753,513,0,0,0,0,0,0,0
GX245,121.60373652050463,31.229167742852102,576,0,0,0,0,0,0,0
GX246,121.8879909806805,31.06546076457264,311,0,0,0,0,0,0,0
GX247,121.23575199216407,31.00314344054061,516,0,0,0,0,0,0,0
GX248,121.37960332779254,31.16495011745946,330,0,0,0,0,0,0,0
GX249,121.03904261189665,30.963518639033726,418,0,0,0,0,0,0,0
GX250,121.53473335973078,31.029757367449015,319,0,0,0,0,0,0,0
GX251,121.31995364207006,30.95855876333691,337,0,0,0,0,0,0,0
GX252,121.33791722266743,31.281600003055267,674,0,0,0,0,0,0,0
GX253,121.45414965908466,30.863767728305746,46,0,0,0,0,0,0,0
GX254,121.31581727682898,31.17176235755489,696,0,0,0,0,0,0,0
GX255,121.93273781568962,31.06337465544316,301,0,0,0,0,0,0,0
GX256,121.60188941451061,31.129160441200938,528,0,0,0,0,0,0,0
GX257,121.08345543188861,31.23731494951187,356,0,0,0,0,0,0,0
GX258,121.46430335515417,31.018288232311992,489,0,0,0,0,0,0,0
GX259,121.7911444446115,31.271891149464405,402,0,0,0,0,0,0,0
GX260,121.20653602678927,31.162707895420088,13,0,0,0,0,0,0,0
GX261,121.5972135554266,30.923763031541693,231,0,0,0,0,0,0,0
GX262,121.56388103015831,31.091527531415714,175,0,0,0,0,0,0,0
GX263,121.85005598794048,30.98023003924163,51,0,0,0,0,0,0,0
GX264,121.14891850413923,31.192645587254642,20,0,0,0,0,0,0,0
GX265,121.23390111829313,30.937702005951326,105,0,0,0,0,0,0,0
GX266,121.26295403903312,30.96104432738453,45,0,0,0,0,0,0,0
GX267,121.19464977222836,30.989512259518314,33,0,0,0,0,0,0,0
GX268,121.27867439909477,31.040136420374747,124,0,0,0,0,0,0,0
GX269,121.97809136553808,31.284456389160418,559,0,0,0,0,0,0,0
GX270,121.52350811582434,30.894597389901598,518,0,0,0,0,0,0,0
GX271,121.21474107519786,31.1102214628574,631,0,0,0,0,0,0,0
GX272,121.03745680472079,30.873177656355914,574,0,0,0,0,0,0,0
GX273,121.04008602780995,30.82872359489274,165,0,0,0,0,0,0,0
GX274,121.04890624240211,30.917044906960296,405,0,0,0,0,0,0,0
GX275,121.48960800212271,30.96175476686053,697,0,0,0,0,0,0,0
GX276,121.48487857557092,30.81406120270957,421,0,0,0,0,0,0,0
GX277,121.51159676671628,31.299645537150024,438,0,0,0,0,0,0,0
GX278,121.20757082620592,31.161287571173858,473,0,0,0,0,0,0,0
GX279,121.10186843290852,30.99821215402338,112,0,0,0,0,0,0,0
GX280,121.01829502929485,31.06960813984927,113,0,0,0,0,0,0,0
GX281,121.2838304766167,30.89134346674886,185,0,0,0,0,0,0,0
GX282,121.28617704486801,31.26678911303946,419,0,0,0,0,0,0,0
GX283,121.48280328997798,31.190402022249646,592,0,0,0,0,0,0,0
GX284,121.5071861259849,31.04308554612449,153,0,0,0,0,0,0,0
GX285,121.11983426481382,30.965309498508468,268,0,0,0,0,0,0,0
GX286,121.2662616167506,31.249670194697753,385,0,0,0,0,0,0,0
GX287,121.36907031389416,31.114841131280933,398,0,0,0,0,0,0,0
GX288,121.22020686418763,31.141108225892403,646,0,0,0,0,0,0,0
GX289,121.1725127194798,31.0802866068701,329,0,0,0,0,0,0,0
GX290,121.52230968845734,31.233703593648244,93,0,0,0,0,0,0,0
GX291,121.02198886738935,30.94320282554344,498,0,0,0,0,0,0,0
GX292,121.92384851663776,31.290097537769412,96,0,0,0,0,0,0,0
GX293,121.23280205777058,30.96638201310044,254,0,0,0,0,0,0,0
GX294,121.88720659223549,31.193745835771967,280,0,0,0,0,0,0,0
GX295,121.52567766310197,30.990218324594064,645,0,0,0,0,0,0,0
GX296,121.87649215661177,31.025013875587273,661,0,0,0,0,0,0,0
GX297,121.57943720855087,31.123147244711376,52,0,0,0,0,0,0,0
GX298,121.42254631208125,30.92222226247694,555,0,0,0,0,0,0,0
GX299,121.7390830222573,31.06446171574268,588,0,0,0,0,0,0,0
GX300,121.13000206147021,30.90809916607648,81,0,0,0,0,0,0,0
GX301,121.48241102194962,30.956221508701404,112,0,0,0,0,0,0,0
GX302,121.96663545150618,31.28523964562428,543,0,0,0,0,0,0,0
GX303,121.329462575705,30.874749791312304,202,0,0,0,0,0,0,0
GX304,121.58332207656962,30.97725998673292,378,0,0,0,0,0,0,0
GX305,121.18662153382971,31.273873071764502,249,0,0,0,0,0,0,0
GX306,121.11216874395159,30.987732486331705,439,0,0,0,0,0,0,0
GX307,121.26121260257432,31.17506405865378,526,0,0,0,0,0,0,0
GX308,121.60847888677372,30.912491640125026,590,0,0,0,0,0,0,0
GX309,121.57039057861621,31.04338696188974,126,0,0,0,0,0,0,0
GX310,121.68832049991114,31.016756168995695,533,0,0,0,0,0,0,0
GX311,121.15394989908631,31.18295252003255,377,0,0,0,0,0,0,0
GX312,121.78909009956143,31.14438800946063,209,0,0,0,0,0,0,0
GX313,121.63543909838697,31.057735140783063,242,0,0,0,0,0,0,0
GX314,121.08872528834624,31.178622115417834,150,0,0,0,0,0,0,0
GX315,121.0575323728587,31.0802952952668,637,0,0,0,0,0,0,0
GX316,121.37502488947362,31.21130144336925,35,0,0,0,0,0,0,0
GX317,121.54055352281163,31.08532909616833,9,0,0,0,0,0,0,0
GX318,121.89701684237441,31.18902721183211,420,0,0,0,0,0,0,0
GX319,121.41926843980293,31.10111801874974,139,0,0,0,0,0,0,0
GX320,121.46401914704808,30.80111156613936,217,0,0,0,0,0,0,0
GX321,121.04062720599858,31.16989263011671,116,0,0,0,0,0,0,0
GX322,121.21586351308986,31.115661713730344,543,0,0,0,0,0,0,0
GX323,121.33984247344685,30.828813797764397,38,0,0,0,0,0,0,0
GX324,121.67208151540264,31.089831455255638,480,0,0,0,0,0,0,0
GX325,121.9358877731257,31.013606143041926,585,0,0,0,0,0,0,0
GX326,121.90311886713611,31.109986994356067,540,0,0,0,0,0,0,0
GX327,121.62950927841494,30.86468422827546,584,0,0,0,0,0,0,0
GX328,121.14920596213688,31.21242407845887,141,0,0,0,0,0,0,0
GX329,121.47307824920746,30.814662016462364,240,0,0,0,0,0,0,0
GX330,121.56048189219138,31.298956348690247,163,0,0,0,0,0,0,0
GX331,121.6849348425121,30.991136647829446,361,0,0,0,0,0,0,0
GX332,121.23540928537776,30.97122140906465,506,0,0,0,0,0,0,0
GX333,121.57094837048842,31.04023372891563,185,0,0,0,0,0,0,0
GX334,121.60524040877465,30.938409221534513,399,0,0,0,0,0,0,0
GX335,121.80955434780245,30.836175005743076,335,0,0,0,0,0,0,0
GX336,121.8343497519673,31.204233226024687,431,0,0,0,0,0,0,0
GX337,121.26694123425676,30.8975999851355,425,0,0,0,0,0,0,0
GX338,121.08492748136793,30.957701360632207,280,0,0,0,0,0,0,0
GX339,121.2966501564948,30.850997705935857,123,0,0,0,0,0,0,0
GX340,121.70772267943227,31.099402231845204,201,0,0,0,0,0,0,0
GX341,121.90000046841863,31.21977811726615,205,0,0,0,0,0,0,0
GX342,121.06745081229838,30.849840131126427,372,0,0,0,0,0,0,0
GX343,121.38435402372474,31.139566663299153,555,0,0,0,0,0,0,0
GX344,121.3633790327041,31.151506272899965,21,0,0,0,0,0,0,0
GX345,121.25644369761213,31.107509393926374,692,0,0,0,0,0,0,0
GX346,121.45594341384142,30.982976504809624,545,0,0,0,0,0,0,0
GX347,121.07560905195432,30.827937401774257,595,0,0,0,0,0,0,0
GX348,121.02360152308235,30.915928545952312,131,0,0,0,0,0,0,0
GX349,121.21141538207964,30.96680226836826,207,0,0,0,0,0,0,0
GX350,121.93787693674432,30.82756222955734,191,0,0,0,0,0,0,0
GX351,121.7936097863868,31.23194085522855,694,0,0,0,0,0,0,0
GX352,121.31716932701178,31.217910739976347,22,0,0,0,0,0,0,0
GX353,121.29795054108953,31.05047769042486,163,0,0,0,0,0,0,0
GX354,121.48211420787283,30.808812659280147,452,0,0,0,0,0,0,0
GX355,121.91459817707702,31.074483566068338,194,0,0,0,0,0,0,0
GX356,121.8398436424421,31.02717368061609,39,0,0,0,0,0,0,0
GX357,121.12874393776838,31.25327400935813,149,0,0,0,0,0,0,0
GX358,121.34540858084124,31.00632275717816,390,0,0,0,0,0,0,0
GX359,121.38485369431689,30.918283190579498,494,0,0,0,0,0,0,0
GX360,121.57261601661983,30.805934910369036,329,0,0,0,0,0,0,0
GX361,121.68269904147121,31.223057244165016,601,0,0,0,0,0,0,0
GX362,121.94148817260887,31.231765800536696,266,0,0,0,0,0,0,0
GX363,121.88757397741196,30.816282737658824,4,0,0,0,0,0,0,0
GX364,121.33554441797692,31.283371625789336,455,0,0,0,0,0,0,0
GX365,121.148983974121,30.835545802992968,240,0,0,0,0,0,0,0
GX366,121.16118036172413,31.121561552177138,482,0,0,0,0,0,0,0
GX367,121.37785585598019,30.940287047075277,220,0,0,0,0,0,0,0
GX368,121.9872423947325,30.80147238122255,63,0,0,0,0,0,0,0
GX369,121.29569512204282,31.236696870538594,264,0,0,0,0,0,0,0
GX370,121.8111332406056,31.284232257707824,162,0,0,0,0,0,0,0
GX371,121.25023535428667,31.128541262385543,586,0,0,0,0,0,0,0
GX372,121.95604338368838,31.11599029532835,32,0,0,0,0,0,0,0
GX373,121.19847109510087,30.985515337108076,306,0,0,0,0,0,0,0
GX374,121.7616103429936,31.241872455285222,365,0,0,0,0,0,0,0
GX375,121.94337046906908,30.895021773389036,309,0,0,0,0,0,0,0
GX376,121.90857981111162,30.82185505599016,379,0,0,0,0,0,0,0
GX377,121.62622158151801,30.83053387744333,330,0,0,0,0,0,0,0
GX378,121.16031507239578,30.9017399360166,690,0,0,0,0,0,0,0
GX379,121.42016167416898,30.96713551706174,446,0,0,0,0,0,0,0
GX380,121.92503865798238,30.9049204758749,528,0,0,0,0,0,0,0
GX381,121.43688269741533,30.82557652371368,688,0,0,0,0,0,0,0
GX382,121.67967170387648,31.087432861213696,487,0,0,0,0,0,0,0
GX383,121.68916266504881,30.86432490830525,436,0,0,0,0,0,0,0
GX384,121.4575315580819,30.801319122124234,647,0,0,0,0,0,0,0
GX385,121.9854560176067,30.8346562059132,133,0,0,0,0,0,0,0
GX386,121.21903445599175,31.249449650706982,152,0,0,0,0,0,0,0
